,close_price,days_holding,dt_close,dt_open,flag_open,id_instrument,long_short,margin_capital,multiplier,open_price,premium,realized_pnl,unit
170,0.052,30.0,2017-06-16,2017-05-17,0.0,50etf_1709_c_2.5,1.0,0.0,10000.0,0.0082,38048.0,203176.1344,464.0
171,0.0753,30.0,2017-06-16,2017-05-17,0.0,50etf_1709_c_2.45,1.0,0.0,10000.0,0.0144,38016.0,160728.6384,264.0
172,0.224,30.0,2017-06-16,2017-05-17,0.0,50etf_1709_c_2.25,1.0,0.0,10000.0,0.1188,38016.0,33642.0608,32.0
173,0.18,30.0,2017-06-16,2017-05-17,0.0,50etf_1709_c_2.3,1.0,0.0,10000.0,0.0781,37488.0,48887.2224,48.0
174,0.1018,30.0,2017-06-16,2017-05-17,0.0,50etf_1709_c_2.4,1.0,0.0,10000.0,0.0273,37947.0,103519.11020000001,139.0
175,0.1105,30.0,2017-06-16,2017-05-17,0.0,50etf_1706_c_2.35,-1.0,609755.9999999999,10000.0,0.0259,38073.0,-124402.1016,147.0
176,0.063,30.0,2017-06-16,2017-05-17,0.0,50etf_1706_c_2.4,-1.0,1495259.9999999998,10000.0,0.0094,38070.0,-217138.644,405.0
177,0.1585,30.0,2017-06-16,2017-05-17,0.0,50etf_1706_c_2.3,-1.0,272697.99999999994,10000.0,0.0639,37701.0,-55840.243200000004,59.0
178,0.0263,30.0,2017-06-16,2017-05-17,0.0,50etf_1706_c_2.45,-1.0,3318926.9999999995,10000.0,0.0038,38114.0,-225735.3806,1003.0
179,0.2097,30.0,2017-06-16,2017-05-17,0.0,50etf_1706_c_2.25,-1.0,174453.99999999997,10000.0,0.1111,37774.0,-33545.814399999996,34.0
180,0.412,28.0,2017-07-14,2017-06-16,0.0,50etf_1709_c_2.25,1.0,0.0,10000.0,0.224,38080.0,31938.375999999997,17.0
181,0.3647,28.0,2017-07-14,2017-06-16,0.0,50etf_1709_c_2.3,1.0,0.0,10000.0,0.18,37800.0,38764.1226,21.0
182,0.3147,28.0,2017-07-14,2017-06-16,0.0,50etf_1709_c_2.35,1.0,0.0,10000.0,0.137,38360.0,49730.704799999985,28.0
183,0.1511,28.0,2017-07-14,2017-06-16,0.0,50etf_1712_c_2.553_A,1.0,0.0,10185.0,0.0485,38529.854999999996,81476.80435440002,78.0
184,0.181,28.0,2017-07-14,2017-06-16,0.0,50etf_1712_c_2.504_A,1.0,0.0,10185.0,0.0626,38254.86,72324.46720799999,60.0
185,0.1615,28.0,2017-07-14,2017-06-16,0.0,50etf_1707_c_2.5,-1.0,718204.7999999999,10000.0,0.0245,38710.0,-216518.776,158.0
186,0.114,28.0,2017-07-14,2017-06-16,0.0,50etf_1707_c_2.55,-1.0,1110686.4,10000.0,0.0141,38634.0,-273796.1988,274.0
187,0.212,28.0,2017-07-14,2017-06-16,0.0,50etf_1707_c_2.45,-1.0,423830.3999999999,10000.0,0.0458,38472.0,-139651.31040000002,84.0
188,0.0695,28.0,2017-07-14,2017-06-16,0.0,50etf_1707_c_2.6,-1.0,1626638.3999999997,10000.0,0.0087,38627.99999999999,-270021.4416000001,444.0
189,0.2622,28.0,2017-07-14,2017-06-16,0.0,50etf_1707_c_2.4,-1.0,277280.0,10000.0,0.0774,38700.0,-92433.96,50.0
190,0.1097,28.0,2017-08-11,2017-07-14,0.0,50etf_1712_c_2.553_A,1.0,0.0,10185.0,0.1511,26162.2095,-7177.234243200001,17.0
191,0.1387,28.0,2017-08-11,2017-07-14,0.0,50etf_1712_c_2.504_A,1.0,0.0,10185.0,0.181,25808.789999999997,-6040.674204600001,14.0
192,0.051,28.0,2017-08-11,2017-07-14,0.0,50etf_1712_c_2.7_A,1.0,0.0,10185.0,0.0791,27391.539,-9739.7594658,34.0
193,0.066,28.0,2017-08-11,2017-07-14,0.0,50etf_1712_c_2.651_A,1.0,0.0,10185.0,0.0998,27444.501,-9303.949834199999,27.0
194,0.0857,28.0,2017-08-11,2017-07-14,0.0,50etf_1712_c_2.602_A,1.0,0.0,10185.0,0.1251,26757.013499999994,-8436.086391599993,21.0
195,0.0126,28.0,2017-08-11,2017-07-14,0.0,50etf_1708_c_2.65,-1.0,152459.99999999997,10000.0,0.0627,27588.000000000004,22037.373600000003,44.0
196,0.005,28.0,2017-08-11,2017-07-14,0.0,50etf_1708_c_2.7,-1.0,188363.9999999997,10000.0,0.0416,27456.0,24149.8488,66.0
197,0.0022,28.0,2017-08-11,2017-07-14,0.0,50etf_1708_c_2.75,-1.0,246455.9999999997,10000.0,0.0255,27540.0,25158.016799999998,108.0
198,0.0338,28.0,2017-08-11,2017-07-14,0.0,50etf_1708_c_2.6,-1.0,114089.99999999997,10000.0,0.0914,27420.0,17272.488,30.0
199,0.0705,28.0,2017-08-11,2017-07-14,0.0,50etf_1708_c_2.55,-1.0,89711.99999999999,10000.0,0.128,26880.0,12066.663,21.0
200,0.1303,28.0,2017-09-08,2017-08-11,0.0,50etf_1803_c_2.749_A,1.0,0.0,10185.0,0.0701,15707.306999999997,13480.033274400002,22.0
201,0.1507,28.0,2017-09-08,2017-08-11,0.0,50etf_1803_c_2.7_A,1.0,0.0,10185.0,0.083,16061.745000000003,13091.920608899998,19.0
202,0.2373,28.0,2017-09-08,2017-08-11,0.0,50etf_1803_c_2.553_A,1.0,0.0,10185.0,0.1419,15897.7665,10679.642265600001,11.0
203,0.1763,28.0,2017-09-08,2017-08-11,0.0,50etf_1803_c_2.651_A,1.0,0.0,10185.0,0.0997,15231.667500000001,11694.13182,15.0
204,0.2744,28.0,2017-09-08,2017-08-11,0.0,50etf_1803_c_2.504_A,1.0,0.0,10185.0,0.1698,15564.717,9580.015481399996,9.0
205,0.1006,28.0,2017-09-08,2017-08-11,0.0,50etf_1709_c_2.65,-1.0,177390.59999999998,10000.0,0.0389,15949.0,-25308.439,41.0
206,0.0599,28.0,2017-09-08,2017-08-11,0.0,50etf_1709_c_2.7,-1.0,279072.6,10000.0,0.0225,15975.0,-26565.7008,71.0
207,0.0321,28.0,2017-09-08,2017-08-11,0.0,50etf_1709_c_2.75,-1.0,467224.5999999998,10000.0,0.0122,15982.0,-26080.6066,131.0
208,0.0165,28.0,2017-09-08,2017-08-11,0.0,50etf_1709_c_2.8,-1.0,655535.6,10000.0,0.0071,16046.0,-21254.6672,226.0
209,0.1489,28.0,2017-09-08,2017-08-11,0.0,50etf_1709_c_2.6,-1.0,119764.99999999999,10000.0,0.062,15500.0,-21735.545,25.0
210,0.1201,35.0,2017-10-13,2017-09-08,0.0,50etf_1803_c_2.749_A,1.0,0.0,10185.0,0.1303,18579.477,-1461.5589071999977,14.0
211,0.1482,35.0,2017-10-13,2017-09-08,0.0,50etf_1803_c_2.7_A,1.0,0.0,10185.0,0.1507,18418.554,-312.85631159999923,12.0
212,0.2568,35.0,2017-10-13,2017-09-08,0.0,50etf_1803_c_2.553_A,1.0,0.0,10185.0,0.2373,19335.204,1580.808146399997,8.0
213,0.1803,35.0,2017-10-13,2017-09-08,0.0,50etf_1803_c_2.651_A,1.0,0.0,10185.0,0.1763,17956.155000000002,400.13605799999783,10.0
214,0.2164,35.0,2017-10-13,2017-09-08,0.0,50etf_1803_c_2.602_A,1.0,0.0,10185.0,0.2053,18818.824500000002,1009.750473899998,9.0
215,0.0345,35.0,2017-10-13,2017-09-08,0.0,50etf_1710_c_2.75,-1.0,117683.2,10000.0,0.0595,19040.0,7993.983999999999,32.0
216,0.0108,35.0,2017-10-13,2017-09-08,0.0,50etf_1710_c_2.8,-1.0,152140.80000000016,10000.0,0.0399,19152.0,13963.1328,48.0
217,0.0007,35.0,2017-10-13,2017-09-08,0.0,50etf_1710_c_2.9,-1.0,244094.80000000025,10000.0,0.0165,19470.0,18639.9408,118.0
218,0.0026,35.0,2017-10-13,2017-09-08,0.0,50etf_1710_c_2.85,-1.0,196809.60000000003,10000.0,0.0256,19456.0,17475.713600000003,76.0
219,0.078,35.0,2017-10-13,2017-09-08,0.0,50etf_1710_c_2.7,-1.0,90477.20000000001,10000.0,0.0879,19338.000000000004,2170.700400000004,22.0
220,0.1801,28.0,2017-11-10,2017-10-13,0.0,50etf_1803_c_2.749_A,1.0,0.0,10185.0,0.1201,20794.714500000002,10378.3043742,17.0
221,0.2235,28.0,2017-11-10,2017-10-13,0.0,50etf_1803_c_2.7_A,1.0,0.0,10185.0,0.1482,21131.837999999996,10726.426859400006,14.0
222,0.2676,28.0,2017-11-10,2017-10-13,0.0,50etf_1803_c_2.651_A,1.0,0.0,10185.0,0.1803,20199.910499999998,9770.6194047,11.0
223,0.3154,28.0,2017-11-10,2017-10-13,0.0,50etf_1803_c_2.602_A,1.0,0.0,10185.0,0.2164,19836.306,9065.0855106,9.0
224,0.1429,28.0,2017-11-10,2017-10-13,0.0,50etf_1803_c_2.798_A,1.0,0.0,10185.0,0.0974,20832.398999999998,9721.488186900006,21.0
225,0.1195,28.0,2017-11-10,2017-10-13,0.0,50etf_1711_c_2.8,-1.0,255647.0,10000.0,0.0362,21358.0,-49165.3726,59.0
226,0.1685,28.0,2017-11-10,2017-10-13,0.0,50etf_1711_c_2.75,-1.0,169085.0,10000.0,0.0613,21455.000000000004,-37536.085999999996,35.0
227,0.072,28.0,2017-11-10,2017-10-13,0.0,50etf_1711_c_2.85,-1.0,444827.99999999994,10000.0,0.019,21660.0,-60440.748,114.0
228,0.2181,28.0,2017-11-10,2017-10-13,0.0,50etf_1711_c_2.7,-1.0,116863.99999999999,10000.0,0.0981,21582.000000000004,-26413.912799999987,22.0
229,0.269,28.0,2017-11-10,2017-10-13,0.0,50etf_1711_c_2.65,-1.0,87329.99999999999,10000.0,0.1424,21360.0,-19002.342,15.0
230,0.1638,28.0,2017-12-08,2017-11-10,0.0,50etf_1806_c_2.896_A,1.0,0.0,10185.0,0.129,23649.57,6369.148195199999,18.0
231,0.1415,28.0,2017-12-08,2017-11-10,0.0,50etf_1806_c_2.946_A,1.0,0.0,10185.0,0.106,23751.42,7943.393534999997,22.0
232,0.1898,28.0,2017-12-08,2017-11-10,0.0,50etf_1806_c_2.847_A,1.0,0.0,10185.0,0.158,22529.22,4524.443439599997,14.0
233,0.2166,28.0,2017-12-08,2017-11-10,0.0,50etf_1806_c_2.798_A,1.0,0.0,10185.0,0.1878,22952.916,3510.050846399998,12.0
234,0.2515,28.0,2017-12-08,2017-11-10,0.0,50etf_1806_c_2.749_A,1.0,0.0,10185.0,0.2255,22967.175,2638.383510000002,10.0
235,0.0523,28.0,2017-12-08,2017-11-10,0.0,50etf_1712_c_2.847_A,-1.0,146870.14439999993,10185.0,0.06,23221.8,2971.438306199998,38.0
236,0.0147,28.0,2017-12-08,2017-11-10,0.0,50etf_1712_c_2.946_A,-1.0,295723.5119999996,10185.0,0.0203,23776.8825,6550.941074999999,115.0
237,0.0859,28.0,2017-12-08,2017-11-10,0.0,50etf_1712_c_2.798_A,-1.0,100191.06719999999,10185.0,0.0945,23099.579999999998,2093.3646047999937,24.0
238,0.128,28.0,2017-12-08,2017-11-10,0.0,50etf_1712_c_2.749_A,-1.0,77981.04509999999,10185.0,0.135,23374.575,1202.9075729999993,17.0
239,0.1736,28.0,2017-12-08,2017-11-10,0.0,50etf_1712_c_2.7_A,-1.0,60288.681599999996,10185.0,0.1811,22134.042,907.9797131999978,12.0
240,0.161,21.0,2017-12-29,2017-12-08,0.0,50etf_1806_c_2.896_A,1.0,0.0,10185.0,0.1638,23356.242000000002,-408.51464640000046,14.0
241,0.1846,21.0,2017-12-29,2017-12-08,0.0,50etf_1806_c_2.85,1.0,0.0,10000.0,0.1889,22668.0,-524.9639999999999,12.0
242,0.1177,21.0,2017-12-29,2017-12-08,0.0,50etf_1806_c_3.0,1.0,0.0,10000.0,0.1192,23840.0,-309.476,20.0
243,0.1031,21.0,2017-12-29,2017-12-08,0.0,50etf_1806_c_3.044_A,1.0,0.0,10185.0,0.1041,24385.945499999998,-243.96252720000103,23.0
244,0.078,21.0,2017-12-29,2017-12-08,0.0,50etf_1806_c_3.142_A,1.0,0.0,10185.0,0.0773,24406.315499999997,211.20777090000476,31.0
245,0.0355,21.0,2017-12-29,2017-12-08,0.0,50etf_1801_c_2.9,-1.0,138293.00000000003,10000.0,0.0585,23985.000000000004,9422.292000000005,41.0
246,0.0021,21.0,2017-12-29,2017-12-08,0.0,50etf_1801_c_3.142_A,-1.0,477900.57000000007,10185.0,0.0103,24338.076,19370.083958400002,232.0
247,0.001,21.0,2017-12-29,2017-12-08,0.0,50etf_1801_c_3.24_A,-1.0,1021799.4307500002,10185.0,0.0048,24395.112,19306.901514600002,499.0
248,0.0063,21.0,2017-12-29,2017-12-08,0.0,50etf_1801_c_3.044_A,-1.0,263133.54900000006,10185.0,0.0193,24374.742000000002,16411.7537472,124.0
249,0.057,21.0,2017-12-29,2017-12-08,0.0,50etf_1801_c_2.85,-1.0,116927.99999999999,10000.0,0.0819,23751.000000000004,7212.943800000004,29.0
