,close_price,days_holding,dt_close,dt_open,flag_open,id_instrument,long_short,margin_capital,multiplier,open_price,premium,realized_pnl,unit
138,0.0014,35.0,2017-02-17,2017-01-13,0.0,50etf_1702_c_2.4,-1.0,1240390.7999999996,10000.0,0.01,47700.00000000001,41011.12440000001,477.0
139,0.0003,35.0,2017-02-17,2017-01-13,0.0,50etf_1702_c_2.45,-1.0,2469987.1999999965,10000.0,0.004,47720.0,44130.7402,1193.0
140,0.0385,28.0,2017-03-17,2017-02-17,0.0,50etf_1709_c_2.5,1.0,0.0,10000.0,0.051,37739.99999999999,-9263.245999999997,74.0
141,0.0852,28.0,2017-03-17,2017-02-17,0.0,50etf_1709_c_2.35,1.0,0.0,10000.0,0.1093,37162.0,-8207.226,34.0
142,0.0507,28.0,2017-03-17,2017-02-17,0.0,50etf_1709_c_2.45,1.0,0.0,10000.0,0.0682,37510.0,-9638.079,55.0
143,0.1368,28.0,2017-03-17,2017-02-17,0.0,50etf_1709_c_2.25,1.0,0.0,10000.0,0.1656,36432.0,-6349.305599999996,22.0
144,0.107,28.0,2017-03-17,2017-02-17,0.0,50etf_1709_c_2.3,1.0,0.0,10000.0,0.1357,36638.99999999999,-7762.105799999997,27.0
145,0.0066,28.0,2017-03-17,2017-02-17,0.0,50etf_1703_c_2.35,-1.0,318970.4,10000.0,0.0368,37904.0,31097.0596,103.0
146,0.001,28.0,2017-03-17,2017-02-17,0.0,50etf_1703_c_2.4,-1.0,602035.2000000008,10000.0,0.0162,37908.0,35559.9504,234.0
147,0.0005,28.0,2017-03-17,2017-02-17,0.0,50etf_1703_c_2.45,-1.0,1288521.6000000003,10000.0,0.006,37920.0,34751.784,632.0
148,0.0419,28.0,2017-03-17,2017-02-17,0.0,50etf_1703_c_2.3,-1.0,180682.80000000002,10000.0,0.073,37230.0,15849.280200000003,51.0
149,0.0913,28.0,2017-03-17,2017-02-17,0.0,50etf_1703_c_2.25,-1.0,129241.6,10000.0,0.1161,37152.0,7922.726399999996,32.0
150,0.02,32.0,2017-04-18,2017-03-17,0.0,50etf_1709_c_2.5,1.0,0.0,10000.0,0.0385,27335.0,-13143.307,71.0
151,0.0311,32.0,2017-04-18,2017-03-17,0.0,50etf_1709_c_2.45,1.0,0.0,10000.0,0.0507,27378.0,-10592.8344,54.0
152,0.1165,32.0,2017-04-18,2017-03-17,0.0,50etf_1709_c_2.25,1.0,0.0,10000.0,0.1368,27360.000000000004,-4070.1320000000037,20.0
153,0.0863,32.0,2017-04-18,2017-03-17,0.0,50etf_1709_c_2.3,1.0,0.0,10000.0,0.107,26750.0,-5184.664999999996,25.0
154,0.045,32.0,2017-04-18,2017-03-17,0.0,50etf_1709_c_2.4,1.0,0.0,10000.0,0.0674,27634.0,-9193.2168,41.0
155,0.0088,32.0,2017-04-18,2017-03-17,0.0,50etf_1704_c_2.35,-1.0,335059.2,10000.0,0.0245,27440.000000000004,17576.540800000002,112.0
156,0.0013,32.0,2017-04-18,2017-03-17,0.0,50etf_1704_c_2.4,-1.0,664745.4000000008,10000.0,0.0099,27621.000000000004,23987.750400000004,279.0
157,0.0418,32.0,2017-04-18,2017-03-17,0.0,50etf_1704_c_2.3,-1.0,172053.6,10000.0,0.0539,27489.000000000004,6161.238600000007,51.0
158,0.0007,32.0,2017-04-18,2017-03-17,0.0,50etf_1704_c_2.45,-1.0,1389868.2000000002,10000.0,0.0037,27639.0,22403.4264,747.0
159,0.0004,32.0,2017-04-18,2017-03-17,0.0,50etf_1704_c_2.5,-1.0,2684688.6000000006,10000.0,0.0017,27641.999999999996,21131.170799999996,1626.0
160,0.0082,29.0,2017-05-17,2017-04-18,0.0,50etf_1709_c_2.5,1.0,0.0,10000.0,0.02,40800.0,-24083.5056,204.0
161,0.0144,29.0,2017-05-17,2017-04-18,0.0,50etf_1709_c_2.45,1.0,0.0,10000.0,0.0311,40740.99999999999,-21888.92099999999,131.0
162,0.1188,29.0,2017-05-17,2017-04-18,0.0,50etf_1709_c_2.25,1.0,0.0,10000.0,0.1165,40775.00000000001,788.5289999999927,35.0
163,0.0781,29.0,2017-05-17,2017-04-18,0.0,50etf_1709_c_2.3,1.0,0.0,10000.0,0.0863,40561.0,-3869.4536,47.0
164,0.0461,29.0,2017-05-17,2017-04-18,0.0,50etf_1709_c_2.35,1.0,0.0,10000.0,0.0622,40430.0,-10479.079,65.0
165,0.0129,29.0,2017-05-17,2017-04-18,0.0,50etf_1705_c_2.35,-1.0,537760.8,10000.0,0.0239,40869.0,18797.414399999994,171.0
166,0.0013,29.0,2017-05-17,2017-04-18,0.0,50etf_1705_c_2.4,-1.0,1217537.2000000002,10000.0,0.009,40859.99999999999,34948.6476,454.0
167,0.0577,29.0,2017-05-17,2017-04-18,0.0,50etf_1705_c_2.3,-1.0,273360.0,10000.0,0.0539,40425.00000000001,-2866.739999999993,75.0
168,0.0003,29.0,2017-05-17,2017-04-18,0.0,50etf_1705_c_2.45,-1.0,2933691.199999998,10000.0,0.003,40920.00000000001,36818.99760000001,1364.0
169,0.1079,29.0,2017-05-17,2017-04-18,0.0,50etf_1705_c_2.25,-1.0,174081.6,10000.0,0.0962,40404.0,-4931.144399999993,42.0
